CODICESCUOLA,CODICEEDIFICIO,SPAZIDIDATTICI,AULAMAGNA,MENSA,PALESTRAPISCINA,SPAZIAMMINISTRATIVI
PATD12050P,820532951,True,True,False,True,True
PATF01301L,820283821,True,True,False,False,False
PATF01301L,820283829,True,False,False,False,False
PATF01301L,820283828,False,False,False,True,False
PATF013501,820283821,True,True,False,False,False
PATF016014,820533444,True,False,False,True,False
PATF01801Q,820554298,True,True,False,True,True
PATF024013,820534746,True,True,False,True,True
PATF02701E,820534742,True,True,False,False,True
PATF02701E,820534743,True,False,False,True,True
PATF02801A,820534415,True,True,False,False,True
PATF030009,820535037,True,False,False,False,False
PATF030009,820535031,True,True,False,True,True
PATF03050P,820535031,True,True,False,True,True
PATF03401N,820544807,True,False,False,False,True
PATH03601R,820534804,True,True,False,True,True
PATL011015,820784793,True,False,False,False,True
PATL02601V,820532686,True,True,False,True,True
PATL026518,820532686,True,True,False,True,True
PATL033012,820534623,True,False,False,True,True
PATN01000Q,820534767,True,True,False,True,True
PATN010505,820534767,True,True,False,True,True
PCAA00201L,330320053,True,False,True,True,True
PCAA00202N,330320001,True,False,True,False,False
PCAA00205R,330320003,True,False,False,False,True
PCAA00207V,330320016,True,False,False,False,False
PCAA00301C,330321060,True,False,False,False,False
PCAA00302D,330320054,True,False,True,True,False
PCAA004029,330320004,True,False,True,False,True
PCAA00403A,330320005,True,False,False,False,True
PCAA00404B,330320059,True,False,False,False,True
PCAA00405C,330320015,True,False,False,False,True
PCAA005014,330320007,True,False,False,False,False
PCAA005025,330320007,True,False,False,False,False
PCAA005036,330320013,True,False,False,False,False
PCAA00701Q,330320008,True,False,False,False,False
PCAA00702R,330321009,True,False,False,False,False
PCAA00802L,330320011,True,False,False,False,False
PCAA00803N,330321013,True,False,False,True,False
PCAA00804P,330320062,True,True,True,True,True
PCAA00805Q,330320297,True,False,False,False,False
PCAA00806R,330320000,True,False,False,False,False
PCAA804017,330260039,True,False,True,False,False
PCAA804028,330260040,True,False,True,False,False
PCAA804039,330440041,True,True,True,True,True
PCAA80405B,330280101,True,False,True,True,False
PCAA805013,330180087,True,False,True,True,True
PCAA805024,330410089,True,False,True,False,False
PCAA805035,330140149,True,False,True,False,False
PCAA80602X,330100044,True,False,True,False,False
PCAA806031,330270105,True,False,True,True,True
PCAA80705V,330190032,True,False,True,True,True
PCAA80706X,330040140,True,True,True,True,True
PCAA80801E,330060030,True,False,False,False,False
PCAA80901A,330070047,True,False,True,False,True
PCAA81002G,330400125,True,False,False,False,False
PCAA81003L,330350128,True,False,True,False,False
PCAA81004N,330400157,True,False,True,False,False
PCAA81101A,330330072,True,False,True,False,False
PCAA81102B,330490021,True,False,True,False,False
PCAA81103C,330220050,True,False,True,False,False
PCAA81104D,330010023,True,False,True,False,False
PCAA812016,330390038,True,False,False,False,False
PCAA812027,330240037,True,False,True,False,False
PCAA812038,330390200,True,False,False,False,False
PCAA81401T,330110001,True,False,True,False,False
PCAA81402V,330250076,True,False,False,False,True
PCAA81501N,330020026,True,False,False,False,False
PCAA81502P,330020027,True,False,False,False,False
PCAA81503Q,330120001,True,False,True,False,False
PCAA81504R,330120005,True,False,True,False,False
PCAA81601D,330380120,True,False,False,False,False
PCAA81602E,330380170,True,False,False,False,False
PCAA81604L,330230002,True,False,True,False,False
PCAA817019,330130028,True,False,True,False,False
PCAA81702A,330420085,True,False,True,True,False
PCAA818015,330210033,True,False,True,False,False
PCAA818026,330210030,True,False,False,False,False
PCAA818037,330210036,True,False,False,False,False
PCAA818048,330210034,True,False,False,False,False
PCAA819011,330050017,True,False,False,False,False
PCAA819022,330160018,True,False,True,False,False
PCAA819033,330170066,True,False,False,False,False
PCAA819044,330300067,True,False,False,False,True
PCAA819055,330430123,True,False,True,False,False
PCCT70100Q,330320054,True,False,True,True,False
PCCT70200G,330130145,True,True,False,False,True
PCCT70300B,330210149,True,True,False,False,True
PCCT704007,330320131,True,False,False,False,True
PCEE00200R,330320053,True,False,True,True,True
PCEE00201T,330320051,True,False,False,False,True
PCEE002052,330321131,True,False,False,False,True
PCEE002052,330320053,True,False,True,True,True
PCEE002052,330321132,False,False,False,True,False
PCEE002096,330320003,True,False,False,False,True
PCEE002108,330321064,True,False,False,False,False
PCEE00300L,330320055,False,False,False,False,True
PCEE00301N,330320054,True,False,True,True,False
PCEE00303Q,330321056,False,False,True,False,False
PCEE00303Q,330321055,True,False,False,False,False
PCEE00304R,330321060,True,False,False,False,False
PCEE00304R,330321061,False,False,False,True,False
PCEE00305T,330320057,True,False,False,False,True
PCEE00400C,330320058,True,True,False,False,True
PCEE00401D,330320058,True,True,False,False,True
PCEE00402E,330320059,True,False,False,False,True
PCEE00403G,330320015,True,False,False,False,True
PCEE005008,330320060,True,False,False,False,False
PCEE005019,330320060,True,False,False,False,False
PCEE00700X,330320061,True,True,False,False,True
PCEE007011,330320061,True,True,False,False,True
PCEE007033,330321009,True,False,False,False,False
PCEE00800Q,330320062,True,True,True,True,True
PCEE00801R,330320062,True,True,True,True,True
PCEE00802T,330321013,True,False,False,True,False
PCEE80401C,330260099,True,False,True,False,True
PCEE80402D,330260040,True,False,True,False,False
PCEE80403E,330280101,True,False,True,True,False
PCEE80404G,330440041,True,True,True,True,True
PCEE805018,330180087,True,False,True,True,True
PCEE805029,330140147,True,False,True,False,False
PCEE805029,330140148,True,False,False,True,True
PCEE80503A,330030088,True,False,True,True,False
PCEE80505C,330410089,True,False,True,False,False
PCEE80506D,330460090,True,False,True,True,True
PCEE806014,330270104,True,False,False,False,True
PCEE806036,330100106,True,False,False,True,False
PCEE80701X,330360110,True,False,False,False,True
PCEE807043,330450113,True,False,True,False,True
PCEE807054,330040140,True,True,True,True,True
PCEE807076,330190032,True,False,True,True,True
PCEE80801Q,330060020,True,False,False,False,True
PCEE80802R,330480086,True,False,True,True,False
PCEE80901G,330070116,True,False,True,False,True
PCEE81001Q,330350141,True,False,False,False,False
PCEE81001Q,330350140,False,False,False,True,False
PCEE81002R,330350142,False,False,False,True,False
PCEE81002R,330350127,True,False,True,True,False
PCEE81003T,330400124,True,False,False,False,True
PCEE81101G,330330072,True,False,True,False,False
PCEE81102L,330490069,True,False,True,True,True
PCEE81103N,330490070,True,False,False,True,False
PCEE81104P,330220123,True,False,True,False,False
PCEE81105Q,330010068,True,False,True,False,False
PCEE81107T,330490071,True,False,False,False,False
PCEE81201B,330390098,True,False,True,True,False
PCEE81202C,330390200,True,False,False,False,False
PCEE81203D,330080096,True,False,True,True,False
PCEE81204E,330240150,True,False,True,False,False
PCEE81205G,330390100,True,False,True,False,False
PCEE814013,330110074,True,True,True,True,True
PCEE814024,330110075,True,False,True,False,False
PCEE814035,330250076,True,False,False,False,True
PCEE81501V,330120078,True,False,True,True,True
PCEE81502X,330120079,True,False,False,False,False
PCEE815031,330020080,True,False,False,True,False
PCEE815042,330020081,True,False,True,True,False
PCEE815053,330020082,True,False,False,True,False
PCEE81601P,330380160,True,False,True,True,True
PCEE81602Q,330380119,True,False,True,False,False
PCEE81603R,330230001,True,False,True,False,True
PCEE81604T,330230121,True,False,False,False,False
PCEE81604T,330230122,False,False,True,False,False
PCEE81604T,330230123,False,False,False,True,False
PCEE81702G,330130084,True,True,True,True,False
PCEE81703L,330420085,True,False,True,True,False
PCEE81801A,330210094,True,False,False,False,True
PCEE81801A,330210035,True,False,False,False,False
PCEE819016,330050065,True,False,True,True,True
PCEE819027,330160018,True,False,True,False,False
PCEE819038,330170066,True,False,False,False,False
PCEE819049,330300067,True,False,False,False,True
PCEE81905A,330430125,False,False,False,True,False
PCEE81905A,330430122,True,False,True,True,True
PCIC80400A,330260152,True,True,False,False,True
PCIC805006,330180147,True,False,False,False,False
PCIC806002,330270104,True,False,False,False,True
PCIC80700T,330360110,True,False,False,False,True
PCIC80800N,330060030,True,False,False,False,False
PCIC80800N,330060020,True,False,False,False,True
PCIC80900D,330070143,True,False,True,True,True
PCIC81000N,330350141,True,False,False,False,False
PCIC81100D,330330142,True,True,False,False,True
PCIC812009,330390161,True,False,False,False,True
PCIC814001,330110074,True,True,True,True,True
PCIC81500R,330120078,True,False,True,True,True
PCIC81600L,330380118,True,False,False,False,True
PCIC81700C,330130145,True,True,False,False,True
PCIC818008,330210149,True,True,False,False,True
PCIC819004,330050141,True,False,False,False,True
PCIS001003,330130174,True,False,False,False,False
PCIS001003,330130171,True,True,False,False,True
PCIS00200V,330320501,True,False,False,False,True
PCIS00200V,330320174,True,False,False,True,True
PCIS00300P,330320175,True,False,False,True,True
PCIS00400E,330210498,True,False,False,False,False
PCIS00400E,330210178,False,False,False,True,False
PCIS00400E,330210300,True,True,False,False,True
PCIS00400E,330210499,False,False,False,True,False
PCIS006006,330320180,True,False,False,True,False
PCIS007002,330320503,True,True,False,False,False
PCMM00200Q,330320127,False,False,False,True,False
PCMM00200Q,330320129,True,True,False,False,True
PCMM00200Q,330320128,True,False,False,False,True
PCMM00300G,330321130,True,False,False,False,True
PCMM00300G,330320053,True,False,True,True,True
PCMM00300G,330320003,True,False,False,False,True
PCMM00301L,330320502,True,False,False,False,True
PCMM00400B,330320131,True,False,False,False,True
PCMM00400B,330320137,True,True,False,False,True
PCMM00400B,330320132,True,False,False,False,False
PCMM048005,330320503,True,True,False,False,False
PCMM80401B,330280101,True,False,True,True,False
PCMM80402C,330440041,True,True,True,True,True
PCMM80403D,330260152,True,True,False,False,True
PCMM805017,330140148,True,False,False,True,True
PCMM805028,330460090,True,False,True,True,True
PCMM805039,330180147,True,False,False,False,False
PCMM806013,330100154,True,True,False,True,True
PCMM806024,330270104,True,False,False,False,True
PCMM80702X,330360110,True,False,False,False,True
PCMM807031,330040140,True,True,True,True,True
PCMM807042,330190032,True,False,True,True,True
PCMM80801P,330060020,True,False,False,False,True
PCMM80901E,330070143,True,False,True,True,True
PCMM81001P,330350135,True,False,False,False,False
PCMM81001P,330350140,False,False,False,True,False
PCMM81002Q,330400156,True,False,False,True,True
PCMM81101E,330330142,True,True,False,False,True
PCMM81102G,330490069,True,False,True,True,True
PCMM81103L,330010151,True,False,True,False,True
PCMM81201A,330390161,True,False,False,False,True
PCMM81202B,330240095,True,False,False,True,False
PCMM81203C,330080096,True,False,True,True,False
PCMM814012,330250076,True,False,False,False,True
PCMM814023,330110144,True,False,False,False,True
PCMM81501T,330120139,True,True,True,True,True
PCMM81502V,330020138,True,False,False,True,True
PCMM81601N,330230120,True,False,False,False,False
PCMM81602P,330380118,True,False,False,False,True
PCMM81701D,330130145,True,True,False,False,True
PCMM81702E,330420146,True,False,False,False,False
PCMM818019,330210149,True,True,False,False,True
PCMM819015,330050141,True,False,False,False,True
PCMM819026,330300067,True,False,False,False,True
PCMM819037,330430125,False,False,False,True,False
PCMM819037,330430122,True,False,True,True,True
PCPC010004,330320134,True,False,False,False,True
PCPC010004,330320175,True,False,False,True,True
PCPC010004,330320135,True,True,False,False,False
PCPM010008,330320168,True,True,False,False,True
PCPM010008,330320169,False,False,False,True,False
PCPM010008,330320162,True,True,False,False,True
PCPS00101D,330130173,False,False,False,True,False
PCPS00101D,330130171,True,True,False,False,True
PCPS00101D,330130174,True,False,False,False,False
PCPS004011,330210499,False,False,False,True,False
PCPS004011,330210178,False,False,False,True,False
PCPS004011,330210316,True,True,False,False,False
PCPS02000T,330320164,True,True,False,True,True
PCPS02000T,330320165,True,False,False,False,False
PCPS02000T,330320168,True,True,False,False,True
PCRA00201V,330320555,True,False,True,False,False
PCRA00201V,330320553,True,False,False,True,False
PCRA00201V,330320174,True,False,False,True,True
PCRA00201V,330320501,True,False,False,False,True
PCRA00201V,330320182,True,False,False,False,True
PCRA00201V,330320554,True,False,False,False,False
PCRA00202X,330130173,False,False,False,True,False
PCRA00202X,330130171,True,True,False,False,True
PCRA002031,330180147,True,False,False,False,False
PCRC001012,330130173,False,False,False,True,False
PCRC001012,330130172,True,False,False,False,True
PCRC001012,330130145,True,True,False,False,True
PCRC00301N,330320166,False,False,False,True,False
PCRC00301N,330320167,True,False,False,False,True
PCRI004016,330210316,True,True,False,False,False
PCRI004016,330210499,False,False,False,True,False
PCRI004016,330210178,False,False,False,True,False
PCRI00601T,330320181,True,False,False,False,False
PCRI00601T,330320505,False,False,False,True,False
PCRI00601T,330320504,True,False,False,False,False
PCSL007019,330320302,True,False,False,False,False
PCSL007019,330320301,True,False,False,False,True
PCTA00201P,330320551,True,False,False,False,False
PCTA00201P,330320552,False,False,False,True,False
PCTA00201P,330320174,True,False,False,True,True
PCTD001019,330060312,False,False,False,True,False
PCTD001019,330060303,True,True,False,False,True
PCTD003011,330320175,True,False,False,True,True
PCTD00351A,330320175,True,False,False,True,True
PCTD00401R,330210300,True,True,False,False,True
PCTD00401R,330210499,False,False,False,True,False
PCTD00401R,330210178,False,False,False,True,False
PCTD007018,330050177,True,False,False,True,True
PCTF00101G,330060312,False,False,False,True,False
PCTF00101G,330060303,True,True,False,False,True
PCTF004013,330210499,False,False,False,True,False
PCTF004013,330210178,False,False,False,True,False
PCTF004013,330210498,True,False,False,False,False
PCTF00601P,330320180,True,False,False,True,False
PCTF00601P,330320181,True,False,False,False,False
PCTF006503,330320180,True,False,False,True,False
PCTL00701P,330320503,True,True,False,False,False
PCTL007514,330320503,True,True,False,False,False
PDAA059013,281003412,True,False,False,False,True
PDAA059024,281003413,True,False,False,True,False
PDAA824013,280351309,True,False,True,False,False
PDAA824024,280212889,True,False,False,False,False
PDAA82501V,280441301,True,False,False,False,True
PDAA82502X,280663238,True,False,False,False,False
PDAA82502X,280663237,True,False,False,False,False
PDAA82701E,280822778,False,False,False,True,False
PDAA82701E,280822772,True,False,True,False,False
PDAA82801A,280630826,True,False,True,False,False
PDAA83001A,280603642,True,False,False,False,False
PDAA831016,280622830,True,False,True,False,False
PDAA83603B,280231990,True,True,True,False,False
PDAA837015,280391889,True,False,True,False,False
PDAA838011,280770866,True,True,True,False,True
PDAA838022,280770903,True,False,True,False,True
PDAA838033,280770898,True,False,True,False,False
PDAA844018,280692805,True,False,True,False,False
PDAA846021,280161322,True,False,True,True,False
PDAA846032,280161324,True,False,False,False,True
PDAA846032,280162926,False,False,True,False,False
PDAA846043,280161329,True,False,True,False,False
PDAA84701Q,280581362,True,False,False,False,False
PDAA84801G,280452689,True,False,False,False,False
PDAA85002L,280013467,True,False,True,True,False
PDAA85102C,280722086,True,False,False,False,False
PDAA853024,280402922,True,False,True,False,True
PDAA85701A,280312198,True,False,False,False,False
PDAA85702B,281052235,True,True,False,True,False
PDAA85703C,280472841,True,False,False,False,False
PDAA858016,280301338,True,True,False,False,False
PDAA858027,280712211,True,False,False,False,False
PDAA859012,280760857,True,False,True,False,False
PDAA860016,280911897,True,False,False,False,True
PDAA86301N,280643394,True,False,False,False,False
PDAA866015,280571274,True,False,False,False,False
PDAA86801R,280892220,True,False,False,False,False
PDAA87001R,280333235,True,False,False,False,False
PDAA87002T,280332788,True,False,False,False,False
PDAA87003V,280333232,True,False,False,False,False
PDAA87003V,280332787,True,False,False,True,False
PDAA87101L,280982839,True,False,False,False,False
PDAA87102N,280832904,True,False,True,False,False
PDAA87104Q,281020798,True,False,True,False,True
PDAA87201C,280522851,True,False,True,False,False
PDAA87202D,280742845,True,False,True,False,True
PDAA874014,280611815,True,False,False,False,False
PDAA874025,280551888,True,False,False,False,False
PDAA874036,280551881,True,False,False,False,False
PDAA874047,280551884,True,False,False,False,False
PDAA874058,280551885,True,False,False,False,False
PDAA87801B,280562183,True,True,False,False,False
PDAA87801B,280562184,True,False,False,False,False
PDAA87802C,280952821,True,False,True,False,False
PDAA87803D,280562169,True,False,False,False,False
PDAA87804E,280952822,True,False,False,False,True
PDAA88002C,280603950,True,False,False,False,True
PDAA88003D,280603958,True,True,False,False,False
PDAA881017,280603698,True,False,False,True,False
PDAA882013,280603697,True,False,False,False,False
PDAA88601A,280603952,True,False,False,False,False
PDAA887016,280603688,True,False,False,False,False
PDAA888012,280603945,True,False,False,False,False
PDAA89101T,280603696,True,False,False,False,True
PDAA89101T,280604202,True,True,False,False,True
PDAA89201N,280191336,True,False,False,False,False
PDAA89201N,280191335,True,False,False,False,False
PDAA89301D,280372630,True,False,True,False,False
PDAA89302E,280372627,True,False,True,False,False
PDAA89303G,280372628,True,False,True,False,True
PDAA89305N,280372632,True,False,True,False,False
PDAA89306P,280092234,True,False,True,False,False
PDAA894019,280344213,True,False,False,True,True
PDAA894019,280344227,True,False,True,True,True
PDAA89402A,280900730,True,False,False,False,False
PDAA89403B,280062674,True,False,False,False,False
PDAA896011,280321827,True,False,False,False,False
PDAA896022,280321825,True,False,False,False,False
PDAA896033,280321829,True,False,False,False,False
PDAA89901C,280653252,True,False,False,False,False
PDAA89902D,280653255,True,False,False,False,False
PDAA89903E,280653253,True,False,False,False,False
PDAA8AA022,280653254,True,False,False,False,False
PDCT70000E,280323315,True,False,False,False,False
PDCT70100A,280191352,True,False,True,False,True
PDCT702006,280603699,True,True,False,True,True
PDCT70600D,280013469,True,False,True,True,True
PDCT707009,280603684,True,True,False,True,True
PDCT708005,280603664,True,False,False,True,True
PDEE059007,281003404,False,False,False,False,True
PDEE059018,281003410,True,False,False,True,False
PDEE05903A,281003406,True,False,False,False,False
PDEE05906D,281003407,True,False,False,False,False
PDEE05907E,281003408,True,False,False,True,False
PDEE05908G,281003411,True,False,False,False,False
PDEE82201L,280702915,True,False,False,False,False
PDEE82201L,280702918,True,False,False,False,False
PDEE82202N,280792871,True,False,False,False,False
PDEE82203P,280941151,True,False,False,False,False
PDEE82203P,280941167,True,False,False,True,False
PDEE82204Q,280042678,True,False,False,False,False
PDEE82205R,280081803,True,False,False,False,False
PDEE82205R,280081798,True,False,False,False,False
PDEE824018,280351312,True,False,False,False,False
PDEE824018,280351310,True,False,False,True,False
PDEE82403A,280351307,True,True,False,False,False
PDEE82404B,280351306,True,False,True,False,False
PDEE82405C,280212929,True,False,False,False,False
PDEE82406D,280022926,True,False,False,False,False
PDEE825014,280441304,True,False,False,False,False
PDEE825025,280441299,True,False,False,False,False
PDEE825036,280663240,True,False,False,False,False
PDEE82701Q,280822776,True,False,True,True,False
PDEE82702R,280822777,True,False,True,False,False
PDEE82703T,280822774,False,False,True,False,False
PDEE82703T,280822775,True,False,False,False,False
PDEE82801G,280630824,True,False,False,False,False
PDEE82802L,280630829,True,False,True,False,False
PDEE82803N,280630839,False,False,False,True,False
PDEE82803N,280630837,True,False,True,False,False
PDEE82804P,280630834,False,False,False,True,False
PDEE82804P,280630831,True,False,True,False,False
PDEE82805Q,280630847,False,False,True,False,False
PDEE82805Q,280630844,True,False,False,False,False
PDEE83001G,280603644,True,False,False,False,True
PDEE83002L,280603650,True,False,False,False,True
PDEE83005Q,280603651,True,False,False,True,False
PDEE83006R,280603647,True,False,False,False,False
PDEE83101B,280220802,True,False,False,False,False
PDEE83102C,280622830,True,False,True,False,False
PDEE83104E,280671259,True,False,False,False,False
PDEE83105G,280591248,True,True,True,True,False
PDEE83106L,280591255,True,False,True,False,False
PDEE83401V,280281169,True,False,False,False,False
PDEE83402X,280281162,True,False,False,False,False
PDEE834031,280142526,True,False,False,True,False
PDEE83501P,280782059,True,False,False,False,True
PDEE83501P,280782062,True,False,False,False,True
PDEE83601E,280231987,True,False,False,False,False
PDEE83603L,280381841,True,False,False,True,False
PDEE83604N,280381839,True,False,False,True,True
PDEE83701A,280391892,True,False,True,True,False
PDEE83702B,280391843,True,False,True,False,False
PDEE83703C,280391891,True,False,True,False,False
PDEE838016,280770861,True,False,True,False,False
PDEE838027,280770858,True,True,True,True,True
PDEE838038,280770900,True,False,False,True,False
PDEE838049,280770898,True,False,True,False,False
PDEE839012,280463384,True,True,True,True,False
PDEE839023,280463385,True,False,True,True,False
PDEE839034,281012064,True,True,True,False,False
PDEE839034,281012063,False,False,False,True,False
PDEE839045,281011969,True,False,True,False,False
PDEE840016,280753396,True,False,False,False,False
PDEE840027,280753398,True,False,False,True,False
PDEE840038,280752934,True,False,False,True,False
PDEE840038,280753397,True,True,False,False,False
PDEE840049,280802885,True,False,False,False,False
PDEE84005A,280802914,True,False,False,False,False
PDEE84005A,280803020,False,False,False,True,False
PDEE84201T,280361851,True,False,False,True,False
PDEE84201T,280361850,True,False,False,False,False
PDEE84201T,280361853,True,False,False,False,False
PDEE84202V,280361845,True,False,False,False,False
PDEE84203X,280203306,True,False,False,False,False
PDEE842041,280203309,True,True,True,True,False
PDEE842041,280203310,True,False,False,False,False
PDEE842052,280203307,True,False,False,False,False
PDEE842052,280203308,True,False,False,True,False
PDEE842063,280361849,True,False,False,False,False
PDEE84301N,280421962,True,False,False,False,False
PDEE84302P,280412055,True,False,False,True,False
PDEE84303Q,280412056,True,False,False,False,False
PDEE84401D,280692802,True,False,False,True,False
PDEE84402E,280692792,True,False,False,True,False
PDEE84403G,280692799,True,False,False,True,False
PDEE845019,280851319,True,False,True,True,True
PDEE84502A,280851303,True,False,True,False,False
PDEE846015,280161330,True,False,True,True,False
PDEE846026,280162926,False,False,True,False,False
PDEE846026,280161331,True,False,False,True,False
PDEE846037,280161327,True,True,False,True,False
PDEE846048,280162925,True,False,False,True,False
PDEE846048,280161323,True,False,True,True,True
PDEE847011,280582941,True,False,True,True,False
PDEE84801R,280451318,True,False,True,False,False
PDEE84802T,280452687,True,False,False,False,False
PDEE84802T,280451317,True,False,False,False,False
PDEE84901L,281002941,True,False,False,True,False
PDEE84901L,281003409,True,False,False,False,False
PDEE85002T,280011298,True,False,True,True,True
PDEE85003V,280013470,True,False,True,True,False
PDEE85004X,280013471,True,False,False,True,False
PDEE850051,280013468,True,False,False,False,False
PDEE850051,280011300,True,False,False,True,False
PDEE850062,280013466,True,False,False,False,False
PDEE85102N,280722087,True,False,False,False,False
PDEE85103P,280722085,True,False,True,False,False
PDEE85104Q,280722088,True,False,False,True,False
PDEE85105R,280722089,True,False,False,False,True
PDEE85201C,280542681,True,False,False,False,False
PDEE85202D,280542684,True,False,False,False,False
PDEE85203E,280962229,True,False,True,False,False
PDEE853018,281062861,True,False,False,False,False
PDEE853029,281062863,True,False,False,False,False
PDEE85303A,281062870,True,False,False,False,False
PDEE85303A,281062868,True,False,False,False,False
PDEE85304B,280111144,True,False,True,False,True
PDEE85305C,280402923,True,False,True,False,False
PDEE854014,280872943,True,False,False,True,False
PDEE854036,280432950,True,False,False,False,False
PDEE854047,280872944,True,False,True,True,True
PDEE854058,280882975,True,False,False,False,False
PDEE854069,280121818,True,False,False,False,False
PDEE85407A,280972952,True,False,False,False,False
PDEE85601Q,280481805,True,False,False,False,False
PDEE85601Q,280481813,True,False,False,False,False
PDEE85602R,280481806,True,False,False,False,False
PDEE85701G,280470803,True,False,False,True,False
PDEE85703N,280312200,True,True,False,False,False
PDEE85704P,281052235,True,True,False,True,False
PDEE85801B,280302679,True,False,False,False,True
PDEE85802C,280301340,True,True,False,True,True
PDEE85804E,280712208,True,True,False,False,False
PDEE859017,280760859,True,False,True,False,False
PDEE859028,280760864,True,False,True,True,False
PDEE86001B,280911897,True,False,False,False,True
PDEE86001B,280913311,False,False,False,True,False
PDEE861017,280131355,True,False,False,True,False
PDEE861028,280131354,True,False,False,False,False
PDEE861028,280132939,True,False,False,True,False
PDEE861039,280132939,True,False,False,True,False
PDEE861039,280131353,True,False,False,True,False
PDEE86104A,281043415,True,False,False,True,False
PDEE86105B,281043416,True,False,False,True,False
PDEE862013,280171347,True,False,False,True,True
PDEE862024,280171403,True,False,False,True,False
PDEE862035,280171346,True,False,False,True,False
PDEE862046,280171348,True,False,False,True,False
PDEE862057,280171349,True,False,False,True,False
PDEE86301V,280642936,True,False,False,True,False
PDEE86301V,280643390,True,False,False,True,True
PDEE863031,280643393,True,False,False,False,False
PDEE863031,280642938,True,False,False,True,False
PDEE863042,280643392,True,False,False,False,False
PDEE86401P,281032223,True,False,False,False,True
PDEE86401P,281032224,False,False,False,True,False
PDEE86402Q,281032222,True,False,False,False,False
PDEE86403R,281032216,True,False,False,False,False
PDEE86404T,281032221,True,False,False,False,False
PDEE86405V,280181840,True,True,True,False,True
PDEE86501E,280991297,True,False,True,True,False
PDEE86502G,280991296,True,False,True,True,False
PDEE86503L,280992226,True,False,True,False,False
PDEE86504N,280991291,True,False,False,False,False
PDEE86504N,280992227,True,False,True,True,False
PDEE86601A,280571269,True,False,False,False,False
PDEE86602B,280571267,True,False,False,False,False
PDEE86603C,280571257,True,False,False,False,False
PDEE86603C,280571263,True,False,False,False,False
PDEE86604D,280921276,True,False,False,False,False
PDEE868012,280892680,True,False,True,False,False
PDEE868023,280892677,True,False,False,False,False
PDEE868034,280892220,True,False,False,False,False
PDEE868045,280892217,True,False,True,False,False
PDEE870012,280333236,True,False,False,False,False
PDEE870012,280332789,True,False,False,True,False
PDEE870034,280332784,True,False,False,False,False
PDEE870034,280332785,True,False,False,True,False
PDEE870045,280332786,True,False,False,True,False
PDEE870045,280332783,True,False,False,False,False
PDEE870056,280071243,True,False,False,False,False
PDEE870067,280071246,True,False,False,True,False
PDEE870078,280152515,True,False,False,True,False
PDEE870078,280151249,True,False,False,False,False
PDEE870089,280152522,True,False,False,True,False
PDEE870089,280152521,True,False,False,False,False
PDEE87101T,281020797,True,True,True,True,True
PDEE87102V,280832909,True,False,False,False,False
PDEE871041,280842822,True,False,False,False,False
PDEE87202P,280522847,True,False,True,False,False
PDEE87203Q,280812202,True,False,True,False,False
PDEE87205T,280512238,True,False,False,False,False
PDEE874019,280551894,True,False,False,False,False
PDEE87402A,280551893,True,False,False,False,False
PDEE87403B,280551890,True,False,False,False,False
PDEE87404C,280611817,True,False,False,False,False
PDEE87405D,280551869,True,False,False,False,False
PDEE87405D,280551874,True,False,False,False,False
PDEE87406E,280551886,True,False,False,False,False
PDEE87407G,280051819,True,False,True,False,True
PDEE87407G,280051821,False,False,False,True,False
PDEE876011,280933400,True,False,True,True,True
PDEE876022,280933399,True,False,True,True,False
PDEE876033,280933402,True,False,False,False,True
PDEE876044,280933401,True,False,True,True,False
PDEE876055,280502927,True,False,False,True,False
PDEE876055,280503386,True,False,False,False,True
PDEE876055,280503387,True,False,True,False,True
PDEE876055,280502930,True,False,False,True,False
PDEE87701R,280272205,False,False,False,True,False
PDEE87701R,280272203,True,False,False,False,False
PDEE87701R,280272206,True,False,False,False,False
PDEE87703V,280290853,True,True,True,True,False
PDEE87703V,280290851,True,False,False,True,False
PDEE87704X,280490605,True,False,True,True,False
PDEE87801L,280562184,True,False,False,False,False
PDEE87801L,280562185,True,False,False,True,False
PDEE87801L,280562183,True,True,False,False,False
PDEE87802N,280562168,True,False,False,False,False
PDEE87803P,280562175,True,False,False,True,False
PDEE87803P,280562171,True,False,False,False,False
PDEE87804Q,280952819,True,False,False,False,False
PDEE87901C,280603949,True,False,False,True,True
PDEE87902D,280603948,True,False,False,True,False
PDEE87903E,280603675,True,False,False,True,False
PDEE88001L,280603957,True,True,False,True,True
PDEE88003P,280603951,True,False,False,True,True
PDEE88101C,280603943,True,False,False,False,True
PDEE88102D,280603942,True,False,False,True,False
PDEE882018,280603666,True,False,False,False,False
PDEE882018,280603661,True,False,False,True,False
PDEE882029,280603944,True,False,False,True,False
PDEE883014,280603673,True,False,False,True,False
PDEE883036,280603674,True,False,False,False,False
PDEE883047,280603701,True,False,False,True,False
PDEE88401X,280603657,True,True,False,True,True
PDEE884021,280603683,True,False,False,False,False
PDEE884021,280603662,True,False,False,False,False
PDEE884032,280603658,True,False,False,True,False
PDEE884032,280603656,True,False,False,False,False
PDEE884043,280603659,True,False,False,False,False
PDEE88501Q,280603678,True,False,False,False,False
PDEE88502R,280603669,True,False,False,True,False
PDEE88503T,280603672,True,False,False,True,False
PDEE88601G,280603670,True,False,False,True,False
PDEE88602L,280603667,True,False,False,True,True
PDEE88701B,280603691,True,False,False,True,True
