CODICESCUOLA,CODICEEDIFICIO,SPAZIDIDATTICI,AULAMAGNA,MENSA,PALESTRAPISCINA,SPAZIAMMINISTRATIVI
FIAA840014,480170615,True,False,True,True,False
FIAA840025,480170651,True,False,True,True,False
FIAA84101X,480170055,True,False,True,False,False
FIAA841021,480170048,True,True,True,True,False
FIAA841032,480170309,True,False,True,True,True
FIAA84201Q,480170311,True,True,True,False,False
FIAA84301G,480170032,True,True,True,True,False
FIAA845017,480010010,True,False,False,True,False
FIAA845028,480010006,True,False,False,True,True
FIAA845039,480010001,True,False,False,True,False
FIAA846013,480010008,True,False,False,False,False
FIAA846024,480010005,True,False,True,False,False
FIAA846035,480010004,True,True,True,False,False
FIAA846046,480010011,True,False,True,False,True
FIAA84701V,480170007,True,False,False,True,True
FIAA84801P,480170338,True,False,True,True,False
FIAA84802Q,480170051,False,False,True,True,False
FIAA84802Q,480170050,True,False,True,True,False
FIAA84901E,480170322,True,False,True,True,True
FIAA85001P,480170354,True,True,True,True,False
FIAA85002Q,480170308,True,False,True,False,True
FIAA85003R,480170052,True,False,True,True,False
FIAA85004T,480170034,True,False,True,False,False
FIAA85101E,480170340,True,False,True,True,False
FIAA85102G,480170339,True,True,True,True,True
FIAA85201A,480170680,True,False,False,False,False
FIAA85203C,480170334,True,False,True,True,False
FIAA85204D,480170330,True,False,True,True,True
FIAA853016,480170646,True,True,True,True,True
FIAA854012,480170049,True,False,True,False,False
FIAA854023,480170056,True,True,True,True,True
FIAA854034,480170042,True,True,True,True,False
FIAA85501T,480170043,True,True,True,True,True
FIAA85502V,480170036,True,False,True,False,False
FIAA85602P,480170061,True,False,True,True,False
FIAA85701D,480170316,True,True,True,True,True
FIAA858019,480170301,True,True,True,True,True
FIAA859015,480170030,True,True,True,True,True
FIAA859026,480170044,True,True,True,True,False
FIAA860019,480170608,True,False,True,True,True
FIAA86002A,480170613,True,False,True,True,True
FIAA86003B,480170609,True,False,False,True,False
FIAA861015,480380009,True,False,True,True,False
FIAA861026,480380012,True,False,True,False,False
FIAA861037,480380010,True,False,True,False,False
FIAA861048,480380007,True,False,True,False,False
FIAA861059,480380008,True,False,True,False,False
FIAA86106A,480380011,True,False,True,False,False
FIAA86107B,480380003,True,False,True,False,False
FIAA86108C,480380021,True,False,False,False,False
FIAA862011,480520001,True,False,True,False,True
FIAA862022,480520010,True,False,True,False,False
FIAA862033,480520004,True,False,True,False,False
FIAA86301R,480360006,True,False,True,False,False
FIAA86302T,480520002,True,False,True,False,False
FIAA86303V,480360004,True,False,True,True,False
FIAA86401L,480060022,True,False,True,False,False
FIAA86402N,480060007,True,False,True,True,False
FIAA86501C,480060023,True,False,True,False,False
FIAA86502D,480060024,True,True,True,True,True
FIAA86503E,480060014,True,False,False,False,False
FIAA866018,480430004,True,False,False,False,False
FIAA866029,480430001,True,True,True,False,True
FIAA86603A,480430003,True,False,True,False,True
FIAA86604B,480430019,True,False,True,True,True
FIAA867014,480110003,True,False,True,False,False
FIAA867025,480110002,True,False,True,False,False
FIAA867036,480110001,True,False,True,False,False
FIAA867047,480110008,True,False,True,True,False
FIAA86801X,480500002,True,False,True,False,False
FIAA868021,480500005,True,True,True,False,False
FIAA868032,480500003,True,False,True,False,False
FIAA86901Q,480240014,True,False,True,False,False
FIAA86902R,480240001,True,False,True,False,False
FIAA86903T,480240010,True,True,False,False,False
FIAA86904V,480240014,True,False,True,False,False
FIAA86905X,480240013,True,False,True,False,False
FIAA869061,480240008,True,False,True,False,False
FIAA869072,480240006,True,False,True,False,False
FIAA87001X,480330004,True,False,True,False,False
FIAA870021,480330007,True,False,True,True,True
FIAA870032,480330008,True,False,True,False,False
FIAA870043,480330009,True,False,True,False,False
FIAA870054,480330005,True,False,True,True,False
FIAA870065,480330006,True,False,True,False,False
FIAA870076,480330010,True,False,True,False,False
FIAA87101Q,480100007,True,False,False,False,True
FIAA87102R,480100008,True,False,False,False,False
FIAA87103T,480100003,True,False,False,False,False
FICT70000N,480170057,True,False,True,True,True
FICT70100D,480240012,True,False,True,False,True
FICT702009,480170332,True,True,True,True,True
FICT703005,480060006,True,False,True,True,True
FICT704001,480140037,True,True,True,True,True
FICT70500R,480010002,True,False,True,True,True
FICT70700C,480330011,True,True,True,True,True
FIEE13000G,480040012,True,True,True,True,True
FIEE13001L,480040012,True,True,True,True,True
FIEE13002N,480040016,True,False,True,True,True
FIEE13004Q,480040007,True,False,True,False,False
FIEE13008X,480040001,True,False,True,True,False
FIEE20000L,480140005,True,True,True,True,True
FIEE20001N,480140005,True,True,True,True,True
FIEE20003Q,480140026,True,False,True,True,False
FIEE20005T,480140023,True,False,True,False,False
FIEE20007X,480140010,True,False,True,False,True
FIEE210007,480140042,False,False,False,False,True
FIEE210018,480140003,True,False,True,False,True
FIEE210029,480140016,True,False,True,False,False
FIEE21004B,480140044,True,False,True,True,False
FIEE21007E,480140041,True,False,False,True,False
FIEE21009L,480140007,True,False,True,False,False
FIEE22000T,480140012,True,False,True,False,True
FIEE22001V,480140001,True,False,True,False,False
FIEE220053,480140012,True,False,True,False,True
FIEE220064,480140025,True,False,True,False,False
FIEE220109,480140009,True,False,True,False,False
FIEE22011A,480140015,True,False,True,False,False
FIEE260008,480190002,True,False,False,False,False
FIEE260019,480190015,True,False,False,True,False
FIEE260019,480190016,True,True,True,True,False
FIEE26002A,480190006,True,False,True,True,False
FIEE26003B,480190004,True,False,True,False,False
FIEE26011R,480190011,True,False,True,True,False
FIEE54000N,480430021,True,True,True,True,True
FIEE54001P,480430021,True,True,True,True,True
FIEE54003R,480430009,True,False,True,False,True
FIEE54005V,480430002,True,False,True,False,True
FIEE56000V,480430008,True,False,False,False,True
FIEE56001X,480430030,False,False,False,True,False
FIEE56001X,480430010,True,True,True,True,True
FIEE560021,480430023,True,True,True,True,True
FIEE80801D,480260002,True,True,True,True,True
FIEE80802E,480310002,True,True,True,False,True
FIEE809019,480270001,True,False,True,True,False
FIEE80902A,480200002,True,False,True,True,False
FIEE81001D,480080004,True,False,True,True,False
FIEE81002E,480080001,True,False,True,False,False
FIEE81103B,480280003,True,False,True,True,False
FIEE81103B,480280004,False,False,False,True,False
FIEE81104C,480280005,True,False,False,True,False
FIEE81105D,480280008,True,False,True,False,False
FIEE81106E,480280008,True,False,True,False,False
FIEE812015,480170310,True,False,True,False,False
FIEE813011,480170317,True,True,True,True,False
FIEE813022,480170312,True,False,True,True,False
FIEE813033,480170062,True,False,True,True,False
FIEE81401R,480250003,False,False,False,True,False
FIEE81401R,480250001,True,False,True,False,False
FIEE81402T,480390003,False,False,False,True,False
FIEE81402T,480390001,True,False,True,True,False
FIEE81403V,480130001,True,True,True,False,False
FIEE81501L,480490002,True,True,True,True,True
FIEE81601C,480180003,True,True,True,False,True
FIEE81602D,480180001,True,False,True,True,False
FIEE817018,480300008,True,False,True,True,False
FIEE81703A,480300010,True,False,True,False,False
FIEE818014,480020007,True,False,True,True,False
FIEE818025,480020008,True,False,False,True,False
FIEE818036,480020003,True,False,True,True,False
FIEE81901X,480450003,True,True,True,True,True
FIEE81901X,480450005,True,False,False,True,False
FIEE819021,480450006,True,False,True,True,False
FIEE819032,480030006,True,True,True,True,True
FIEE820014,480150007,True,False,True,True,False
FIEE820025,480150005,True,False,True,True,False
FIEE820036,480150008,True,False,True,True,False
FIEE820047,480150006,True,False,True,True,False
FIEE820058,480460003,True,False,True,True,False
FIEE820058,480460004,True,False,True,False,True
FIEE82101X,480060005,True,False,True,True,False
FIEE821021,480060015,True,False,True,True,True
FIEE821032,480060026,True,False,False,False,True
FIEE82201Q,480440005,True,False,True,True,True
FIEE82201Q,480440006,False,False,False,True,False
FIEE82202R,480440015,True,False,False,True,False
FIEE82203T,480440007,True,False,True,False,False
FIEE82301G,480350011,True,False,True,False,False
FIEE82302L,480350009,True,False,True,False,False
FIEE82303N,480350003,True,False,True,True,False
FIEE82305Q,480350005,True,False,True,True,False
FIEE82401B,480220005,True,False,True,True,True
FIEE82402C,480220006,True,True,True,True,True
FIEE82402C,480220004,True,False,True,False,False
FIEE825017,480120007,True,False,True,True,True
FIEE825028,480120006,True,False,False,False,False
FIEE825039,480120005,True,False,True,True,False
FIEE826013,480210002,True,True,True,True,False
FIEE826024,480210007,True,False,True,True,False
FIEE826024,480210011,True,False,True,True,False
FIEE826035,480210009,True,False,True,True,False
FIEE826046,480210003,True,False,True,True,False
FIEE826046,480210004,False,False,True,True,False
FIEE82701V,480050009,True,True,True,True,True
FIEE82702X,480050001,True,False,True,True,False
FIEE827031,480050006,True,False,True,True,True
FIEE82903L,480530010,True,True,True,True,True
FIEE82903L,480530009,True,False,True,True,False
FIEE82904N,480530008,False,False,False,True,False
FIEE82904N,480530007,True,False,False,True,False
FIEE82904N,480530004,True,False,True,False,False
FIEE83002Q,480370003,True,False,True,True,False
FIEE83101E,480320001,True,False,True,True,False
FIEE83102G,480320004,True,False,True,False,False
FIEE83201A,480190019,True,False,False,True,False
FIEE83201A,480190020,True,False,True,True,False
FIEE83202B,480190009,True,False,True,True,False
FIEE833016,480410018,True,False,True,True,False
FIEE833027,480410005,True,True,True,True,True
FIEE834012,480410003,True,True,True,True,False
FIEE834023,480410028,True,False,True,True,True
FIEE834034,480410010,True,False,True,False,False
FIEE83501T,480410025,True,False,True,True,True
FIEE83502V,480410014,True,False,True,True,False
FIEE83601N,480170623,True,False,True,True,False
FIEE83602P,480170064,True,False,False,False,False
FIEE83602P,480170040,True,False,True,True,False
FIEE83701D,480170602,True,False,True,True,False
FIEE83702E,480170621,True,False,True,True,False
FIEE83703G,480170622,True,False,True,True,True
FIEE838019,480170652,True,False,True,False,False
FIEE83802A,480170649,True,False,True,False,False
FIEE83803B,480170384,True,True,True,True,False
FIEE83804C,480170385,True,True,True,True,True
FIEE839037,480170033,True,False,True,True,True
FIEE839048,480170025,True,True,True,True,True
FIEE840019,480170616,True,True,True,True,True
FIEE84002A,480170614,True,False,True,True,True
FIEE841015,480170309,True,False,True,True,True
FIEE841026,480170035,True,False,True,True,True
FIEE842011,480170327,True,False,True,True,False
FIEE842022,480170336,True,False,True,True,True
FIEE84302T,480170032,True,True,True,True,False
FIEE84303V,480170068,True,False,True,False,False
FIEE84501C,480010010,True,False,False,True,False
FIEE84502D,480010006,True,False,False,True,True
FIEE84502D,480010001,True,False,False,True,False
FIEE846018,480010009,True,False,True,True,False
FIEE846029,480010011,True,False,True,False,True
FIEE846029,480010014,True,True,True,True,False
FIEE847014,480170007,True,False,False,True,True
FIEE84801X,480170004,True,True,True,True,True
FIEE848021,480170338,True,False,True,True,False
FIEE848032,480170051,False,False,True,True,False
FIEE848032,480170050,True,False,True,True,False
FIEE84901Q,480170322,True,False,True,True,True
FIEE84902R,480170303,True,True,True,True,False
FIEE84903T,480170302,True,True,True,True,False
FIEE85001X,480170354,True,True,True,True,False
FIEE850021,480170047,True,False,True,True,False
FIEE850032,480170052,True,False,True,True,False
FIEE85101Q,480170340,True,False,True,True,False
FIEE85102R,480170339,True,True,True,True,True
FIEE85103T,480170341,True,True,True,True,True
FIEE85201G,480170680,True,False,False,False,False
FIEE85203N,480170334,True,False,True,True,False
FIEE85204P,480170330,True,False,True,True,True
FIEE85301B,480170646,True,True,True,True,True
FIEE854017,480170056,True,True,True,True,True
FIEE854028,480170042,True,True,True,True,False
FIEE855013,480170038,True,False,True,True,True
FIEE855024,480170043,True,True,True,True,True
FIEE85601V,480170061,True,False,True,True,False
FIEE85602X,480170041,True,False,True,True,True
FIEE85701P,480170316,True,True,True,True,True
FIEE85801E,480170301,True,True,True,True,True
FIEE85802G,480170306,True,False,True,True,False
FIEE85901A,480170030,True,True,True,True,True
FIEE85902B,480170044,True,True,True,True,False
FIEE86001E,480170608,True,False,True,True,True
FIEE86002G,480170613,True,False,True,True,True
FIEE86101A,480380004,True,True,True,False,True
FIEE86102B,480380022,True,False,True,False,False
FIEE86103C,480380001,True,False,True,False,False
FIEE862016,480520007,False,False,False,True,False
FIEE862016,480520005,True,False,True,False,False
FIEE862027,480520011,True,False,True,True,False
FIEE862038,480520003,True,False,True,True,False
FIEE862049,480520008,True,False,True,True,False
FIEE863012,480360003,True,False,True,True,False
FIEE863023,480520020,True,False,True,True,False
FIEE863034,480520019,True,False,True,False,False
FIEE863045,480360005,True,True,True,False,True
FIEE86401T,480060017,True,False,True,False,False
FIEE86402V,480060008,True,False,False,False,False
FIEE86403X,480060021,True,False,True,True,False
FIEE86501N,480060025,True,False,True,True,False
FIEE86502P,480060016,True,False,True,True,True
FIEE86601D,480430020,True,False,True,False,True
FIEE86602E,480430031,False,False,False,True,False
FIEE86602E,480430022,True,True,True,True,True
FIEE86603G,480430019,True,False,True,True,True
FIEE867019,480110006,True,False,True,True,False
FIEE86702A,480110004,True,False,True,True,True
FIEE86703B,480110008,True,False,True,True,False
FIEE86704C,480110005,True,False,True,False,False
FIEE868015,480500001,True,True,True,True,False
FIEE868026,480500006,True,False,True,True,True
FIEE869011,480240003,False,False,False,True,False
FIEE869011,480240002,True,False,True,True,False
FIEE869022,480240017,True,False,True,False,False
FIEE869033,480240011,True,False,True,False,False
FIEE869044,480240018,True,False,True,False,False
FIEE869044,480240012,True,False,True,False,True
FIEE870015,480330014,True,False,True,False,False
FIEE870026,480330013,True,False,True,False,False
FIEE870037,480330005,True,False,True,True,False
FIEE870048,480330012,True,False,True,False,False
FIEE870059,480330007,True,False,True,True,True
FIEE871011,480100009,True,False,True,True,True
FIEE871022,480100010,True,False,True,True,False
FIEE871033,480100002,True,False,True,True,True
FIIC80800B,480260002,True,True,True,True,True
FIIC809007,480200003,True,True,False,False,True
FIIC81000B,480080002,True,True,True,True,True
FIIC811007,480280002,False,False,False,False,True
FIIC812003,480170314,True,False,False,True,True
FIIC81300V,480170347,True,False,True,True,True
FIIC81400P,480130003,True,True,True,True,True
FIIC81500E,480490002,True,True,True,True,True
FIIC81600A,480180008,True,False,False,False,True
FIIC817006,480300009,False,False,False,False,True
FIIC818002,480020002,True,True,True,True,True
FIIC81900T,480450003,True,True,True,True,True
FIIC820002,480150010,True,True,False,True,True
FIIC82100T,480060009,True,False,False,True,True
FIIC82200N,480440005,True,False,True,True,True
FIIC82300D,480350008,True,False,True,True,True
FIIC824009,480220006,True,True,True,True,True
FIIC825005,480120004,True,True,True,True,True
FIIC826001,480210001,True,True,False,True,True
FIIC82700R,480050009,True,True,True,True,True
FIIC82900C,480530010,True,True,True,True,True
FIIC83000L,480370007,True,False,True,True,True
FIIC83100C,480320007,True,False,True,True,True
FIIC832008,480190001,True,True,True,True,True
FIIC833004,480410026,True,False,True,True,True
FIIC83400X,480410029,True,True,True,True,True
FIIC83500Q,480410025,True,False,True,True,True
FIIC83600G,480170323,True,True,False,True,True
FIIC83700B,480170620,True,False,True,True,False
FIIC838007,480170385,True,True,True,True,True
FIIC839003,480170057,True,False,True,True,True
FIIC840007,480170616,True,True,True,True,True
FIIC841003,480170035,True,False,True,True,True
FIIC84200V,480170336,True,False,True,True,True
FIIC84300P,480170329,True,False,False,True,True
FIIC84500A,480010003,True,True,True,True,True
FIIC846006,480010002,True,False,True,True,True
FIIC847002,480170005,True,True,True,True,True
FIIC84800T,480170004,True,True,True,True,True
FIIC84900N,480170322,True,False,True,True,True
FIIC85000T,480170308,True,False,True,False,True
FIIC85100N,480170664,True,True,True,True,True
FIIC85200D,480170680,True,False,False,False,False
FIIC853009,480170646,True,True,True,True,True
FIIC854005,480170056,True,True,True,True,True
FIIC855001,480170043,True,True,True,True,True
FIIC85600R,480170357,True,True,True,True,True
FIIC85700L,480170316,True,True,True,True,True
FIIC85800C,480170301,True,True,True,True,True
FIIC859008,480170030,True,True,True,True,True
FIIC86000C,480170608,True,False,True,True,True
FIIC861008,480380004,True,True,True,False,True
FIIC862004,480520001,True,False,True,False,True
FIIC86300X,480360005,True,True,True,False,True
FIIC86400Q,480060010,True,True,True,True,True
FIIC86500G,480060016,True,False,True,True,True
FIIC86600B,480430028,True,True,True,True,True
FIIC867007,480110004,True,False,True,True,True
FIIC868003,480500010,False,False,False,False,True
FIIC86900V,480240014,True,False,True,False,False
FIIC870003,480330007,True,False,True,True,True
FIIC87100V,480100002,True,False,True,True,True
FIIS00100R,480170351,True,True,False,True,True
FIIS00200L,480100006,True,False,False,True,True
FIIS00300C,480190017,True,False,False,False,True
FIIS004008,480170373,True,False,False,False,True
FIIS00600X,480170719,True,True,False,False,True
FIIS00700Q,480170381,True,False,False,False,True
FIIS00800G,480330001,True,True,False,True,True
FIIS00900B,480410015,True,False,False,True,True
FIIS01100B,480520014,True,True,False,True,True
FIIS012007,480140036,True,False,False,False,True
FIIS013003,480170716,True,True,False,True,True
FIIS01400V,480140019,True,True,False,True,True
FIIS01600E,480140034,True,True,False,True,True
FIIS01700A,480170654,True,True,False,True,True
FIIS018006,480430029,True,True,False,True,True
FIIS019002,480170355,True,True,True,True,True
FIIS02300N,480040006,True,False,False,False,False
FIIS02300N,480040022,True,False,False,False,True
FIIS026005,480040018,True,False,False,False,False
FIIS027001,480140033,True,True,False,True,True
FIIS02800R,480010013,True,False,False,True,True
FIIS02900L,480170366,True,False,False,True,True
FIIS03100L,480430024,True,False,False,True,True
FIMM16500D,480170307,True,True,True,True,True
FIMM20500P,480040020,True,True,True,True,True
FIMM20500P,480040016,True,False,True,True,True
FIMM49500X,480430014,True,True,True,True,True
FIMM55200V,480140037,True,True,True,True,True
FIMM55200V,480140038,True,False,False,True,True
FIMM80801C,480260002,True,True,True,True,True
FIMM80802D,480310002,True,True,True,False,True
FIMM809018,480200003,True,True,False,False,True
FIMM809029,480270002,True,False,True,True,False
FIMM81001C,480080003,True,False,False,True,False
FIMM81001C,480080002,True,True,True,True,True
FIMM811018,480280005,True,False,False,True,False
FIMM811018,480280004,False,False,False,True,False
FIMM811018,480280003,True,False,True,True,False
FIMM812014,480170314,True,False,False,True,True
FIMM81301X,480170347,True,False,True,True,True
FIMM81401Q,480130003,True,True,True,True,True
FIMM81403T,480250001,True,False,True,False,False
FIMM81403T,480250003,False,False,False,True,False
FIMM81501G,480490003,True,False,True,False,True
FIMM81601B,480180008,True,False,False,False,True
FIMM817017,480300007,True,True,False,True,True
FIMM818013,480020002,True,True,True,True,True
FIMM819031,480450003,True,True,True,True,True
FIMM819031,480450005,True,False,False,True,False
FIMM820013,480150005,True,False,True,True,False
FIMM820013,480150010,True,True,False,True,True
FIMM820024,480460005,False,False,False,True,False
FIMM820024,480460004,True,False,True,False,True
FIMM82101V,480060009,True,False,False,True,True
FIMM82201P,480440008,True,True,True,True,True
FIMM82301E,480350008,True,False,True,True,True
FIMM82401A,480220006,True,True,True,True,True
FIMM825016,480120004,True,True,True,True,True
FIMM826012,480210001,True,True,False,True,True
FIMM82701T,480050009,True,True,True,True,True
FIMM82901D,480530010,True,True,True,True,True
FIMM82901D,480530009,True,False,True,True,False
FIMM82903G,480530002,True,True,False,False,True
FIMM82903G,480530003,True,True,False,False,False
FIMM82903G,480530008,False,False,False,True,False
FIMM83001N,480370007,True,False,True,True,True
FIMM83101D,480320008,False,False,False,True,False
FIMM83101D,480320007,True,False,True,True,True
FIMM832019,480190001,True,True,True,True,True
FIMM833015,480410026,True,False,True,True,True
FIMM834011,480410029,True,True,True,True,True
FIMM83501R,480410023,True,True,True,True,True
FIMM83601L,480170323,True,True,False,True,True
FIMM83701C,480170620,True,False,True,True,False
FIMM838018,480170352,True,False,False,False,True
FIMM839014,480170057,True,False,True,True,True
FIMM839025,480170059,True,False,False,True,True
FIMM840018,480170616,True,True,True,True,True
FIMM841014,480170619,True,True,True,True,True
FIMM84201X,480170372,True,False,False,True,True
FIMM84301Q,480170385,True,True,True,True,True
FIMM84301Q,480170329,True,False,False,True,True
FIMM84501B,480010003,True,True,True,True,True
FIMM846017,480010002,True,False,True,True,True
FIMM847013,480170005,True,True,True,True,True
FIMM84801V,480170004,True,True,True,True,True
FIMM84901P,480170054,True,False,True,True,True
FIMM85001V,480170046,True,True,False,True,True
FIMM85101P,480170664,True,True,True,True,True
FIMM85201E,480170349,True,True,False,True,True
FIMM85301A,480170348,True,False,False,True,True
FIMM854016,480170368,True,False,False,True,True
FIMM855012,480170665,True,False,True,True,True
FIMM85601T,480170357,True,True,True,True,True
FIMM85701N,480170371,True,True,True,True,True
FIMM85801D,480170666,True,False,False,True,False
FIMM859019,480170358,True,True,True,True,True
FIMM86001D,480170332,True,True,True,True,True
FIMM861019,480380013,True,True,False,True,True
FIMM862015,480520012,True,True,True,True,False
FIMM862015,480520007,False,False,False,True,False
FIMM862015,480520013,True,False,False,True,True
FIMM862015,480520006,True,False,True,False,False
FIMM863011,480360002,True,True,False,True,True
FIMM863022,480520018,True,False,True,False,True
FIMM86401R,480060010,True,True,True,True,True
FIMM86501L,480060011,True,False,False,False,False
FIMM86501L,480060006,True,False,True,True,True
FIMM86601C,480430028,True,True,True,True,True
FIMM867018,480110007,True,False,True,False,True
FIMM868014,480500008,True,True,True,True,True
FIMM86901X,480240009,True,False,True,True,True
FIMM870014,480330011,True,True,True,True,True
FIMM87101X,480100009,True,False,True,True,True
FIPC001014,480170058,True,False,False,False,False
FIPC014016,480140019,True,True,False,True,True
FIPC014016,480140020,True,False,False,False,True
FIPC02000C,480170008,True,True,False,True,True
FIPC02000C,480170009,False,False,False,True,False
FIPC030003,480170020,True,True,False,True,True
FIPC04000N,480170015,True,False,False,True,True
FIPC04000N,480170014,True,True,False,True,True
FIPC180001,480170307,True,True,True,True,True
FIPM001018,480170351,True,True,False,True,True
FIPM00401Q,480170373,True,False,False,False,True
FIPM008013,480330001,True,True,False,True,True
FIPM00901V,480410015,True,False,False,True,True
FIPM01801N,480430029,True,True,False,True,True
FIPM01901D,480170355,True,True,True,True,True
FIPM02000L,480170377,True,False,False,True,False
FIPM02000L,480170010,True,False,False,True,True
FIPM02000L,480170012,True,False,False,False,True
FIPM02000L,480170011,False,False,False,True,False
FIPM02701C,480140034,True,True,False,True,True
FIPS002013,480100005,True,True,False,True,False
FIPS00301V,480190014,True,False,False,False,True
FIPS008012,480330002,False,False,False,True,False
FIPS008012,480330003,True,False,False,False,False
FIPS008012,480330001,True,True,False,True,True
FIPS00901T,480410015,True,False,False,True,True
FIPS01101T,480520017,True,False,False,False,False
FIPS01101T,480520016,True,False,False,False,False
FIPS01802N,480430029,True,True,False,True,True
FIPS02601G,480040018,True,False,False,False,False
FIPS02601G,480040008,False,False,False,True,False
FIPS02601G,480040017,True,False,False,False,False
FIPS02701B,480140033,True,True,False,True,True
FIPS028017,480010013,True,False,False,True,True
FIPS030006,480170001,True,False,False,True,True
FIPS031013,480430024,True,False,False,True,True
FIPS04000R,480170015,True,False,False,True,True
FIPS04000R,480170002,True,False,False,True,True
FIPS100007,480170376,True,True,False,True,True
FIPS21000P,480170326,True,False,True,True,False
FIPS21000P,480170353,True,False,False,False,False
FIRA00701Q,480170343,True,False,False,False,False
FIRA00701Q,480170344,True,False,False,False,False
FIRC00201G,480100005,True,True,False,True,False
FIRC00301B,480190017,True,False,False,False,True
FIRC00301B,480190018,True,False,False,True,False
FIRC01601D,480140039,True,False,False,True,True
FIRC02902L,480410027,True,False,False,True,True
FIRC02903N,480170366,True,False,False,True,True
FIRC02903N,480170367,True,False,False,True,True
FIRC029533,480170366,True,False,False,True,True
FIRF004011,480170373,True,False,False,False,True
FIRF00451A,480170373,True,False,False,False,True
FIRH00201R,480100005,True,True,False,True,False
FIRH01000P,480170376,True,True,False,True,True
FIRH01000P,480170361,True,False,False,True,True
FIRH01101G,480520014,True,True,False,True,True
FIRH020009,480170318,True,True,False,True,False
FIRH020009,480170663,True,False,False,True,True
FIRI003014,480190017,True,False,False,False,True
FIRI003014,480190021,True,False,False,False,False
FIRI00601G,480170720,True,False,False,False,False
FIRI00601G,480170719,True,True,False,False,True
FIRI006511,480170719,True,True,False,False,True
FIRI006511,480170720,True,False,False,False,False
FIRI01201V,480140036,True,False,False,False,True
FIRI017012,480170661,True,False,False,True,False
FIRI017012,480170659,True,True,False,False,True
FIRI017012,480170662,False,False,False,True,False
FIRI017012,480170658,True,False,False,True,True
FIRI023019,480040022,True,False,False,False,True
FIRI023019,480040021,True,False,False,False,False
FIRI023019,480040006,True,False,False,False,False
FIRI02351P,480040021,True,False,False,False,False
FISD03000L,480170370,True,True,False,False,True
FISD03001N,480430018,True,True,False,False,True
FISL01000T,480170021,True,False,False,True,True
FISL01000T,480170345,True,False,False,True,True
FISL010507,480170021,True,False,False,True,True
FISL014016,480140024,True,False,False,False,True
FISL014016,480140017,True,False,False,False,True
FITA00201C,480100006,True,False,False,True,True
FITA00701G,480170383,True,False,False,False,False
FITA00701G,480170382,True,True,False,False,True
FITA00701G,480170381,True,False,False,False,True
FITA00750X,480170381,True,False,False,False,True
FITD00201V,480100005,True,True,False,True,False
FITD00301P,480190017,True,False,False,False,True
FITD00301P,480190022,True,False,False,False,True
FITD00301P,480190018,True,False,False,True,False
FITD00801T,480330002,False,False,False,True,False
FITD00801T,480330001,True,True,False,True,True
FITD00901N,480410016,False,True,False,True,True
FITD009513,480410016,False,True,False,True,True
FITD01101N,480520014,True,True,False,True,True
FITD013019,480170716,True,True,False,True,True
FITD013019,480170717,False,False,False,True,False
FITD01601R,480140039,True,False,False,True,True
FITD01601R,480140034,True,True,False,True,True
FITD019018,480170355,True,True,True,True,True
FITD028013,480010012,True,False,False,True,True
FITD03101V,480430024,True,False,False,True,True
FITD03101V,480430026,False,False,False,True,False
FITD03101V,480430027,True,True,False,False,True
FITD03101V,480430025,True,True,False,True,False
FITD031518,480430024,True,False,False,True,True
FITD06000T,480170019,True,False,False,False,False
FITD06000T,480170018,True,True,False,False,True
FITD060507,480170018,True,True,False,False,True
FITE004012,480170360,True,False,False,True,True
FITE004012,480170359,False,False,False,False,True
FITF00601C,480170719,True,True,False,False,True
FITF00601C,480170720,True,False,False,False,False
FITF00650R,480170719,True,True,False,False,True
FITF010003,480170365,True,False,False,True,False
FITF010003,480170364,True,False,False,True,True
FITF01201Q,480140033,True,True,False,True,True
FITF01201Q,480140036,True,False,False,False,True
FITF01701V,480170662,False,False,False,True,False
FITF01701V,480170661,True,False,False,True,False
FITF01701V,480170655,True,False,False,True,False
FITF01701V,480170659,True,True,False,False,True
FITF01701V,480170660,True,False,False,True,True
FITF01701V,480170656,True,False,False,True,False
FITF01701V,480170654,True,True,False,True,True
FITL01201X,480140024,True,False,False,False,True
FITL012508,480140024,True,False,False,False,True
FITL01301Q,480170718,True,False,False,False,False
FITL01301Q,480170717,False,False,False,True,False
FITN01000P,480170320,True,False,False,False,True
FITN01000P,480170319,False,False,False,True,False
FITN01000P,480170321,True,False,False,True,True
FITN02301T,480040021,True,False,False,False,False
FITN02301T,480040022,True,False,False,False,True
FITN02301T,480040006,True,False,False,False,False
FITN02901R,480170366,True,False,False,True,True
FOAA018059,400070038,True,False,False,False,True
FOAA01806A,400070037,True,False,False,False,False
FOAA019033,400070027,True,False,False,False,False
FOAA019055,400070183,True,False,False,False,False
FOAA019066,400070024,True,False,False,False,False
FOAA019077,400070034,True,False,False,False,False
FOAA020037,400070029,True,False,False,False,True
FOAA020048,400070862,True,False,False,True,True
FOAA020059,400070025,True,False,False,False,False
FOAA02006A,400070026,True,False,False,False,True
FOAA02007B,400280035,True,False,True,False,False
FOAA021033,400070492,True,False,False,False,False
FOAA021055,400070180,True,False,False,False,False
FOAA021077,400070032,True,False,False,False,False
FOAA02301L,400070858,True,False,False,False,True
FOAA02302N,400070036,True,False,False,False,False
FOAA02303P,400070028,True,False,False,False,False
FOAA02304Q,400070857,True,False,False,False,False
FOAA03001Q,400080039,True,False,False,False,False
FOAA03002R,400080040,True,False,False,False,False
FOAA03003T,400080500,True,False,False,False,False
FOAA03004V,400080041,True,False,False,False,False
